DS_name,Variables.Selected.by.glmnet,Structural_Variables,Variables.Not.Selected.by.glmnet,Nonstructural_Variables
0.75-15-2-478,"X1, X3, X5, X6, X9, X10, X11, X12, X15, X16, X18, X19, X20, X21, X22, X24, X25, X26, X28, X30","X1, X3, X6, X9, X12, X15, X16, X18, X20, X21, X24, X25, X26, X28, X30","X2, X4, X7, X8, X13, X14, X17, X23, X27, X29","X2, X4, X5, X7, X8, X10, X11, X13, X14, X17, X19, X22, X23, X27, X29"
0.75-15-2-479,"X1, X2, X3, X5, X6, X7, X8, X10, X11, X12, X13, X15, X16, X21, X22, X23, X24, X25, X27, X28, X30","X2, X3, X5, X8, X10, X11, X12, X15, X16, X21, X22, X25, X27, X28, X30","X4, X9, X14, X17, X18, X19, X20, X26, X29","X1, X4, X6, X7, X9, X13, X14, X17, X18, X19, X20, X23, X24, X26, X29"
0.75-15-2-480,"X1, X2, X3, X4, X5, X6, X7, X10, X12, X14, X15, X16, X17, X18, X19, X20, X23, X24, X25, X26, X30","X2, X4, X5, X6, X7, X10, X12, X14, X15, X16, X18, X20, X24, X26, X30","X8, X9, X11, X13, X21, X22, X27, X28, X29","X1, X3, X8, X9, X11, X13, X17, X19, X21, X22, X23, X25, X27, X28, X29"
0.75-15-2-481,"X1, X2, X3, X4, X5, X6, X7, X8, X9, X10, X11, X15, X18, X19, X20, X22, X23, X24, X26, X27, X28, X29, X30","X1, X5, X6, X9, X11, X18, X19, X22, X23, X24, X26, X27, X28, X29, X30","X12, X13, X14, X16, X17, X21, X25","X2, X3, X4, X7, X8, X10, X12, X13, X14, X15, X16, X17, X20, X21, X25"
0.75-15-2-482,"X1, X3, X4, X5, X7, X9, X10, X12, X14, X16, X18, X19, X20, X21, X24, X26, X27, X28, X29, X30","X1, X3, X4, X5, X7, X12, X14, X18, X19, X20, X21, X26, X28, X29, X30","X2, X6, X8, X11, X13, X15, X17, X22, X23, X25","X2, X6, X8, X9, X10, X11, X13, X15, X16, X17, X22, X23, X24, X25, X27"
0.75-15-2-483,"X1, X2, X4, X5, X6, X8, X9, X13, X15, X19, X20, X21, X22, X23, X24, X26, X27, X28, X30","X1, X2, X4, X5, X13, X15, X19, X21, X22, X23, X24, X26, X27, X28, X30","X3, X7, X10, X11, X12, X14, X16, X17, X18, X25, X29","X3, X6, X7, X8, X9, X10, X11, X12, X14, X16, X17, X18, X20, X25, X29"
0.75-15-2-484,"X3, X4, X5, X6, X7, X8, X9, X11, X12, X13, X15, X16, X17, X18, X20, X23, X24, X25, X26, X27, X28, X29, X30","X4, X5, X6, X7, X8, X9, X13, X16, X17, X18, X20, X25, X27, X28, X29","X1, X2, X10, X14, X19, X21, X22","X1, X2, X3, X10, X11, X12, X14, X15, X19, X21, X22, X23, X24, X26, X30"
0.75-15-2-485,"X1, X2, X3, X4, X6, X7, X8, X9, X10, X12, X14, X15, X16, X18, X19, X20, X21, X25, X26, X27, X28, X29, X30","X1, X2, X3, X7, X9, X12, X14, X15, X16, X18, X19, X21, X26, X27, X28","X5, X11, X13, X17, X22, X23, X24","X4, X5, X6, X8, X10, X11, X13, X17, X20, X22, X23, X24, X25, X29, X30"
0.75-15-2-486,"X2, X4, X5, X8, X9, X10, X11, X14, X15, X17, X18, X20, X21, X22, X24, X25, X26, X27, X28, X30","X4, X5, X9, X10, X11, X15, X17, X18, X20, X21, X22, X25, X26, X27, X30","X1, X3, X6, X7, X12, X13, X16, X19, X23, X29","X1, X2, X3, X6, X7, X8, X12, X13, X14, X16, X19, X23, X24, X28, X29"
0.75-15-2-487,"X1, X2, X6, X7, X9, X10, X11, X12, X14, X16, X17, X18, X20, X21, X23, X24, X25, X27, X29, X30","X1, X7, X9, X10, X12, X16, X17, X18, X20, X21, X23, X24, X25, X27, X29","X3, X4, X5, X8, X13, X15, X19, X22, X26, X28","X2, X3, X4, X5, X6, X8, X11, X13, X14, X15, X19, X22, X26, X28, X30"
0.75-15-2-488,"X2, X4, X5, X10, X11, X12, X13, X14, X15, X16, X17, X19, X20, X21, X24, X25, X27, X28, X30","X2, X5, X10, X11, X12, X13, X14, X16, X17, X19, X21, X24, X25, X27, X28","X1, X3, X6, X7, X8, X9, X18, X22, X23, X26, X29","X1, X3, X4, X6, X7, X8, X9, X15, X18, X20, X22, X23, X26, X29, X30"
0.75-15-2-489,"X3, X6, X9, X10, X12, X13, X15, X16, X17, X18, X19, X20, X21, X22, X23, X24, X25, X26, X28, X29, X30","X3, X6, X9, X12, X15, X16, X17, X20, X21, X22, X25, X26, X28, X29, X30","X1, X2, X4, X5, X7, X8, X11, X14, X27","X1, X2, X4, X5, X7, X8, X10, X11, X13, X14, X18, X19, X23, X24, X27"
0.75-15-2-490,"X1, X2, X3, X5, X6, X8, X10, X11, X13, X15, X16, X18, X19, X20, X21, X23, X24, X25, X28, X30","X3, X5, X6, X8, X10, X13, X15, X18, X19, X20, X21, X23, X24, X25, X30","X4, X7, X9, X12, X14, X17, X22, X26, X27, X29","X1, X2, X4, X7, X9, X11, X12, X14, X16, X17, X22, X26, X27, X28, X29"
0.75-15-2-491,"X2, X3, X4, X7, X8, X9, X10, X11, X12, X13, X15, X16, X18, X19, X20, X24, X25, X26, X27, X28, X30","X3, X7, X8, X10, X11, X13, X15, X16, X19, X20, X24, X26, X27, X28, X30","X1, X5, X6, X14, X17, X21, X22, X23, X29","X1, X2, X4, X5, X6, X9, X12, X14, X17, X18, X21, X22, X23, X25, X29"
0.75-15-2-492,"X3, X4, X5, X6, X7, X8, X11, X16, X17, X18, X19, X21, X22, X23, X24, X25, X27, X28, X29, X30","X3, X5, X6, X8, X11, X16, X17, X18, X19, X22, X23, X24, X25, X27, X28","X1, X2, X9, X10, X12, X13, X14, X15, X20, X26","X1, X2, X4, X7, X9, X10, X12, X13, X14, X15, X20, X21, X26, X29, X30"
0.75-15-2-493,"X2, X3, X5, X6, X8, X9, X11, X13, X15, X19, X20, X21, X22, X25, X26, X27, X28, X29, X30","X2, X3, X5, X6, X8, X9, X11, X13, X15, X20, X21, X22, X25, X27, X28","X1, X4, X7, X10, X12, X14, X16, X17, X18, X23, X24","X1, X4, X7, X10, X12, X14, X16, X17, X18, X19, X23, X24, X26, X29, X30"
0.75-15-2-494,"X1, X2, X3, X4, X5, X6, X7, X10, X11, X13, X17, X18, X19, X21, X22, X24, X25, X26, X27, X28, X29, X30","X2, X3, X6, X7, X10, X11, X13, X17, X18, X21, X22, X26, X27, X28, X29","X8, X9, X12, X14, X15, X16, X20, X23","X1, X4, X5, X8, X9, X12, X14, X15, X16, X19, X20, X23, X24, X25, X30"
0.75-15-2-495,"X1, X2, X3, X4, X6, X7, X8, X10, X13, X14, X15, X16, X17, X18, X19, X20, X21, X22, X23, X24, X26, X28, X29, X30","X1, X3, X4, X6, X8, X14, X15, X17, X19, X21, X22, X23, X24, X26, X29","X5, X9, X11, X12, X25, X27","X2, X5, X7, X9, X10, X11, X12, X13, X16, X18, X20, X25, X27, X28, X30"
0.75-15-2-496,"X1, X2, X3, X4, X5, X6, X9, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X23, X25, X26, X27, X29, X30","X2, X3, X5, X6, X11, X13, X15, X16, X17, X19, X20, X25, X26, X27, X29","X7, X8, X10, X21, X22, X24, X28","X1, X4, X7, X8, X9, X10, X12, X14, X18, X21, X22, X23, X24, X28, X30"
0.75-15-2-497,"X1, X2, X3, X4, X6, X7, X8, X12, X13, X16, X17, X18, X19, X20, X21, X24, X27, X28, X30","X1, X3, X4, X6, X8, X12, X16, X17, X18, X19, X20, X21, X24, X27, X28","X5, X9, X10, X11, X14, X15, X22, X23, X25, X26, X29","X2, X5, X7, X9, X10, X11, X13, X14, X15, X22, X23, X25, X26, X29, X30"
0.75-15-2-498,"X2, X3, X4, X6, X7, X8, X10, X12, X13, X14, X15, X16, X19, X20, X21, X23, X24, X25, X26, X27, X28, X29, X30","X2, X6, X7, X8, X10, X12, X15, X16, X19, X20, X24, X26, X27, X28, X29","X1, X5, X9, X11, X17, X18, X22","X1, X3, X4, X5, X9, X11, X13, X14, X17, X18, X21, X22, X23, X25, X30"
0.75-15-2-499,"X1, X2, X7, X8, X9, X10, X11, X12, X13, X14, X15, X17, X18, X19, X21, X22, X23, X24, X25, X26, X27, X28, X30","X2, X7, X9, X10, X12, X13, X14, X17, X18, X19, X21, X23, X24, X26, X28","X3, X4, X5, X6, X16, X20, X29","X1, X3, X4, X5, X6, X8, X11, X15, X16, X20, X22, X25, X27, X29, X30"
0.75-15-2-500,"X5, X6, X7, X8, X9, X10, X12, X13, X15, X17, X18, X19, X20, X21, X22, X23, X24, X25, X26, X28, X30","X5, X7, X9, X10, X12, X13, X15, X17, X18, X20, X21, X22, X24, X25, X26","X1, X2, X3, X4, X11, X14, X16, X27, X29","X1, X2, X3, X4, X6, X8, X11, X14, X16, X19, X23, X27, X28, X29, X30"
0.75-15-3-1,"X1, X3, X4, X5, X7, X8, X10, X11, X12, X15, X16, X18, X19, X20, X23, X24, X27, X28, X29, X30","X1, X3, X4, X7, X11, X12, X16, X18, X19, X20, X23, X27, X28, X29, X30","X2, X6, X9, X13, X14, X17, X21, X22, X25, X26","X2, X5, X6, X8, X9, X10, X13, X14, X15, X17, X21, X22, X24, X25, X26"
0.75-15-3-2,"X1, X2, X3, X6, X7, X8, X9, X11, X13, X15, X17, X21, X22, X23, X24, X25, X26, X27, X29, X30","X1, X6, X7, X8, X11, X13, X17, X21, X22, X23, X24, X25, X26, X27, X30","X4, X5, X10, X12, X14, X16, X18, X19, X20, X28","X2, X3, X4, X5, X9, X10, X12, X14, X15, X16, X18, X19, X20, X28, X29"
0.75-15-3-3,"X1, X3, X5, X6, X7, X8, X10, X12, X16, X17, X18, X19, X20, X21, X22, X23, X25, X26, X27, X28, X29, X30","X1, X5, X6, X7, X12, X17, X18, X19, X22, X23, X26, X27, X28, X29, X30","X2, X4, X9, X11, X13, X14, X15, X24","X2, X3, X4, X8, X9, X10, X11, X13, X14, X15, X16, X20, X21, X24, X25"
0.75-15-3-4,"X1, X7, X8, X9, X10, X11, X12, X15, X17, X18, X19, X20, X21, X22, X23, X27, X28, X29, X30","X1, X8, X9, X10, X11, X12, X15, X17, X19, X20, X21, X23, X28, X29, X30","X2, X3, X4, X5, X6, X13, X14, X16, X24, X25, X26","X2, X3, X4, X5, X6, X7, X13, X14, X16, X18, X22, X24, X25, X26, X27"
0.75-15-3-5,"X1, X2, X3, X4, X5, X6, X7, X8, X9, X10, X11, X13, X14, X16, X17, X19, X20, X21, X25, X28, X29, X30","X2, X3, X5, X6, X7, X8, X10, X11, X13, X14, X16, X17, X21, X28, X29","X12, X15, X18, X22, X23, X24, X26, X27","X1, X4, X9, X12, X15, X18, X19, X20, X22, X23, X24, X25, X26, X27, X30"
0.75-15-3-6,"X3, X6, X8, X9, X10, X11, X12, X13, X14, X15, X16, X18, X19, X21, X22, X24, X26, X27, X28, X29, X30","X3, X6, X9, X10, X12, X13, X14, X16, X18, X24, X26, X27, X28, X29, X30","X1, X2, X4, X5, X7, X17, X20, X23, X25","X1, X2, X4, X5, X7, X8, X11, X15, X17, X19, X20, X21, X22, X23, X25"
0.75-15-3-7,"X1, X2, X4, X5, X6, X8, X9, X12, X14, X15, X16, X17, X18, X20, X21, X22, X23, X24, X25, X28, X30","X1, X2, X5, X6, X8, X9, X12, X14, X15, X16, X18, X22, X23, X25, X28","X3, X7, X10, X11, X13, X19, X26, X27, X29","X3, X4, X7, X10, X11, X13, X17, X19, X20, X21, X24, X26, X27, X29, X30"
0.75-15-3-8,"X1, X3, X4, X5, X6, X7, X8, X11, X12, X13, X16, X17, X18, X20, X21, X23, X25, X26, X28, X29, X30","X1, X4, X5, X8, X11, X12, X13, X17, X18, X20, X23, X25, X26, X28, X30","X2, X9, X10, X14, X15, X19, X22, X24, X27","X2, X3, X6, X7, X9, X10, X14, X15, X16, X19, X21, X22, X24, X27, X29"
0.75-15-3-9,"X1, X2, X3, X4, X5, X6, X8, X9, X11, X12, X15, X16, X17, X21, X22, X23, X24, X25, X28, X29, X30","X1, X3, X5, X6, X9, X11, X12, X15, X16, X21, X22, X24, X25, X28, X29","X7, X10, X13, X14, X18, X19, X20, X26, X27","X2, X4, X7, X8, X10, X13, X14, X17, X18, X19, X20, X23, X26, X27, X30"
0.75-15-3-10,"X1, X2, X3, X7, X8, X9, X11, X12, X13, X14, X15, X16, X17, X18, X19, X21, X22, X27, X29, X30","X1, X2, X3, X8, X9, X11, X12, X14, X15, X17, X18, X19, X21, X22, X27","X4, X5, X6, X10, X20, X23, X24, X25, X26, X28","X4, X5, X6, X7, X10, X13, X16, X20, X23, X24, X25, X26, X28, X29, X30"
0.75-15-3-11,"X1, X2, X5, X6, X8, X11, X13, X14, X15, X17, X18, X19, X20, X21, X22, X23, X24, X28, X29, X30","X1, X2, X6, X11, X13, X14, X15, X17, X18, X19, X21, X22, X23, X24, X28","X3, X4, X7, X9, X10, X12, X16, X25, X26, X27","X3, X4, X5, X7, X8, X9, X10, X12, X16, X20, X25, X26, X27, X29, X30"
0.75-15-3-12,"X1, X2, X3, X6, X9, X10, X11, X12, X13, X16, X17, X18, X20, X21, X22, X23, X24, X25, X26, X29, X30","X3, X9, X10, X11, X12, X13, X16, X17, X18, X20, X21, X23, X26, X29, X30","X4, X5, X7, X8, X14, X15, X19, X27, X28","X1, X2, X4, X5, X6, X7, X8, X14, X15, X19, X22, X24, X25, X27, X28"
0.75-15-3-13,"X1, X2, X3, X4, X6, X7, X8, X9, X10, X11, X12, X15, X16, X17, X18, X19, X20, X25, X27, X30","X1, X3, X4, X6, X7, X8, X10, X11, X16, X17, X18, X19, X25, X27, X30","X5, X13, X14, X21, X22, X23, X24, X26, X28, X29","X2, X5, X9, X12, X13, X14, X15, X20, X21, X22, X23, X24, X26, X28, X29"
0.75-15-3-14,"X1, X2, X3, X4, X6, X8, X11, X12, X14, X15, X18, X19, X20, X23, X24, X25, X26, X29, X30","X1, X3, X4, X6, X8, X12, X15, X19, X20, X23, X24, X25, X26, X29, X30","X5, X7, X9, X10, X13, X16, X17, X21, X22, X27, X28","X2, X5, X7, X9, X10, X11, X13, X14, X16, X17, X18, X21, X22, X27, X28"
0.75-15-3-15,"X1, X2, X3, X4, X7, X8, X9, X12, X15, X16, X17, X18, X19, X21, X23, X24, X26, X28, X30","X1, X2, X4, X7, X8, X9, X12, X15, X17, X18, X21, X23, X24, X28, X30","X5, X6, X10, X11, X13, X14, X20, X22, X25, X27, X29","X3, X5, X6, X10, X11, X13, X14, X16, X19, X20, X22, X25, X26, X27, X29"
0.75-15-3-16,"X1, X2, X3, X4, X5, X6, X8, X9, X11, X12, X13, X14, X15, X16, X17, X19, X20, X21, X24, X28, X29, X30","X1, X2, X3, X5, X6, X11, X14, X15, X16, X17, X20, X21, X24, X28, X29","X7, X10, X18, X22, X23, X25, X26, X27","X4, X7, X8, X9, X10, X12, X13, X18, X19, X22, X23, X25, X26, X27, X30"
0.75-15-3-17,"X1, X2, X5, X6, X8, X9, X10, X11, X13, X14, X15, X20, X21, X25, X26, X27, X29, X30","X1, X2, X5, X6, X8, X9, X10, X13, X14, X15, X21, X25, X26, X29, X30","X3, X4, X7, X12, X16, X17, X18, X19, X22, X23, X24, X28","X3, X4, X7, X11, X12, X16, X17, X18, X19, X20, X22, X23, X24, X27, X28"
0.75-15-3-18,"X1, X2, X3, X4, X6, X7, X9, X10, X11, X12, X14, X15, X16, X20, X24, X25, X27, X28, X30","X1, X2, X6, X7, X9, X11, X12, X14, X16, X20, X24, X25, X27, X28, X30","X5, X8, X13, X17, X18, X19, X21, X22, X23, X26, X29","X3, X4, X5, X8, X10, X13, X15, X17, X18, X19, X21, X22, X23, X26, X29"
0.75-15-3-19,"X1, X2, X5, X7, X8, X9, X10, X13, X14, X15, X16, X17, X19, X20, X21, X22, X23, X24, X25, X29, X30","X1, X2, X7, X8, X9, X10, X14, X15, X16, X17, X20, X22, X23, X25, X29","X3, X4, X6, X11, X12, X18, X26, X27, X28","X3, X4, X5, X6, X11, X12, X13, X18, X19, X21, X24, X26, X27, X28, X30"
0.75-15-3-20,"X1, X3, X4, X5, X6, X7, X8, X9, X10, X11, X14, X15, X16, X18, X19, X20, X21, X22, X23, X25, X26, X27, X29, X30","X1, X3, X4, X6, X8, X11, X15, X18, X19, X20, X22, X23, X25, X27, X29","X2, X12, X13, X17, X24, X28","X2, X5, X7, X9, X10, X12, X13, X14, X16, X17, X21, X24, X26, X28, X30"
0.75-15-3-21,"X1, X2, X4, X5, X6, X7, X9, X10, X11, X15, X16, X17, X19, X20, X21, X22, X24, X25, X26, X29, X30","X1, X2, X4, X6, X7, X9, X11, X16, X19, X21, X22, X24, X25, X26, X29","X3, X8, X12, X13, X14, X18, X23, X27, X28","X3, X5, X8, X10, X12, X13, X14, X15, X17, X18, X20, X23, X27, X28, X30"
0.75-15-3-22,"X2, X5, X6, X7, X8, X10, X11, X12, X13, X15, X16, X17, X18, X19, X20, X21, X23, X25, X26, X27, X28, X29, X30","X5, X6, X7, X10, X11, X12, X15, X17, X18, X19, X21, X23, X25, X28, X30","X1, X3, X4, X9, X14, X22, X24","X1, X2, X3, X4, X8, X9, X13, X14, X16, X20, X22, X24, X26, X27, X29"
0.75-15-3-23,"X1, X2, X4, X5, X6, X7, X8, X9, X12, X14, X15, X16, X17, X21, X22, X23, X24, X25, X26, X27, X28, X29, X30","X2, X4, X5, X6, X8, X12, X15, X16, X17, X22, X23, X24, X26, X27, X29","X3, X10, X11, X13, X18, X19, X20","X1, X3, X7, X9, X10, X11, X13, X14, X18, X19, X20, X21, X25, X28, X30"
0.75-15-3-24,"X2, X3, X5, X6, X7, X8, X9, X10, X11, X12, X14, X16, X17, X18, X19, X22, X24, X25, X26, X28, X29, X30","X2, X3, X6, X8, X9, X11, X12, X16, X17, X22, X24, X25, X26, X28, X29","X1, X4, X13, X15, X20, X21, X23, X27","X1, X4, X5, X7, X10, X13, X14, X15, X18, X19, X20, X21, X23, X27, X30"
0.75-15-3-25,"X1, X4, X5, X9, X10, X15, X16, X17, X18, X20, X21, X23, X24, X27, X28, X29, X30","X1, X4, X5, X9, X10, X15, X16, X17, X18, X21, X23, X24, X28, X29, X30","X2, X3, X6, X7, X8, X11, X12, X13, X14, X19, X22, X25, X26","X2, X3, X6, X7, X8, X11, X12, X13, X14, X19, X20, X22, X25, X26, X27"
0.75-15-3-26,"X1, X2, X3, X4, X5, X6, X7, X9, X10, X14, X15, X17, X18, X22, X23, X26, X27, X28, X29, X30","X2, X4, X5, X6, X9, X10, X14, X15, X18, X22, X23, X26, X27, X28, X29","X8, X11, X12, X13, X16, X19, X20, X21, X24, X25","X1, X3, X7, X8, X11, X12, X13, X16, X17, X19, X20, X21, X24, X25, X30"
0.75-15-3-27,"X1, X2, X3, X6, X7, X8, X10, X14, X15, X17, X18, X19, X21, X22, X23, X25, X26, X29, X30","X1, X3, X7, X8, X10, X14, X15, X17, X18, X19, X21, X22, X23, X25, X29","X4, X5, X9, X11, X12, X13, X16, X20, X24, X27, X28","X2, X4, X5, X6, X9, X11, X12, X13, X16, X20, X24, X26, X27, X28, X30"
0.75-15-3-28,"X2, X7, X8, X9, X10, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X21, X22, X25, X30","X2, X7, X8, X10, X11, X12, X13, X14, X17, X18, X19, X20, X21, X22, X25","X1, X3, X4, X5, X6, X23, X24, X26, X27, X28, X29","X1, X3, X4, X5, X6, X9, X15, X16, X23, X24, X26, X27, X28, X29, X30"
0.75-15-3-29,"X1, X2, X4, X5, X7, X8, X9, X12, X13, X14, X16, X17, X19, X20, X21, X24, X25, X27, X29, X30","X1, X2, X4, X5, X7, X8, X9, X12, X13, X16, X19, X20, X21, X24, X25","X3, X6, X10, X11, X15, X18, X22, X23, X26, X28","X3, X6, X10, X11, X14, X15, X17, X18, X22, X23, X26, X27, X28, X29, X30"
0.75-15-3-30,"X1, X4, X5, X6, X10, X12, X14, X16, X17, X19, X20, X21, X23, X24, X25, X26, X27, X29, X30","X1, X4, X5, X6, X10, X14, X16, X17, X19, X21, X23, X24, X25, X27, X29","X2, X3, X7, X8, X9, X11, X13, X15, X18, X22, X28","X2, X3, X7, X8, X9, X11, X12, X13, X15, X18, X20, X22, X26, X28, X30"
0.75-15-3-31,"X2, X3, X4, X5, X7, X8, X10, X13, X14, X15, X23, X24, X26, X28, X29, X30","X2, X3, X4, X5, X7, X8, X10, X13, X14, X15, X23, X24, X28, X29, X30","X1, X6, X9, X11, X12, X16, X17, X18, X19, X20, X21, X22, X25, X27","X1, X6, X9, X11, X12, X16, X17, X18, X19, X20, X21, X22, X25, X26, X27"
0.75-15-3-32,"X2, X3, X6, X7, X8, X9, X10, X11, X12, X14, X15, X16, X17, X22, X24, X25, X26, X29, X30","X2, X3, X7, X8, X10, X12, X14, X15, X16, X17, X22, X24, X25, X26, X29","X1, X4, X5, X13, X18, X19, X20, X21, X23, X27, X28","X1, X4, X5, X6, X9, X11, X13, X18, X19, X20, X21, X23, X27, X28, X30"
0.75-15-3-33,"X3, X4, X5, X6, X7, X9, X10, X13, X14, X16, X17, X18, X19, X20, X23, X24, X25, X29, X30","X3, X4, X5, X6, X9, X10, X13, X14, X17, X18, X19, X23, X24, X25, X30","X1, X2, X8, X11, X12, X15, X21, X22, X26, X27, X28","X1, X2, X7, X8, X11, X12, X15, X16, X20, X21, X22, X26, X27, X28, X29"
0.75-15-3-34,"X1, X2, X3, X6, X7, X8, X9, X14, X15, X16, X17, X19, X20, X22, X23, X24, X27, X29, X30","X1, X2, X6, X7, X8, X9, X14, X15, X16, X17, X19, X20, X22, X23, X27","X4, X5, X10, X11, X12, X13, X18, X21, X25, X26, X28","X3, X4, X5, X10, X11, X12, X13, X18, X21, X24, X25, X26, X28, X29, X30"
0.75-15-3-35,"X1, X3, X5, X7, X8, X9, X11, X12, X15, X17, X18, X20, X21, X22, X24, X25, X28, X29, X30","X1, X3, X5, X9, X11, X12, X15, X17, X20, X21, X22, X24, X25, X28, X29","X2, X4, X6, X10, X13, X14, X16, X19, X23, X26, X27","X2, X4, X6, X7, X8, X10, X13, X14, X16, X18, X19, X23, X26, X27, X30"
0.75-15-3-36,"X2, X4, X5, X6, X7, X8, X9, X12, X14, X15, X17, X19, X23, X25, X26, X27, X28, X29, X30","X2, X4, X6, X7, X8, X12, X14, X15, X17, X19, X25, X26, X27, X28, X29","X1, X3, X10, X11, X13, X16, X18, X20, X21, X22, X24","X1, X3, X5, X9, X10, X11, X13, X16, X18, X20, X21, X22, X23, X24, X30"
0.75-15-3-37,"X1, X2, X3, X4, X5, X6, X8, X9, X10, X11, X15, X16, X21, X22, X23, X24, X25, X26, X27, X28, X29, X30","X1, X3, X4, X6, X8, X11, X15, X16, X21, X22, X24, X25, X26, X27, X28","X7, X12, X13, X14, X17, X18, X19, X20","X2, X5, X7, X9, X10, X12, X13, X14, X17, X18, X19, X20, X23, X29, X30"
0.75-15-3-38,"X3, X4, X5, X6, X7, X8, X10, X11, X12, X15, X17, X18, X20, X21, X24, X25, X26, X27, X28, X29, X30","X3, X4, X5, X6, X8, X10, X11, X12, X15, X17, X18, X21, X24, X26, X29","X1, X2, X9, X13, X14, X16, X19, X22, X23","X1, X2, X7, X9, X13, X14, X16, X19, X20, X22, X23, X25, X27, X28, X30"
0.75-15-3-39,"X2, X3, X4, X5, X7, X8, X9, X11, X12, X13, X14, X16, X17, X18, X19, X20, X21, X23, X24, X25, X26, X29, X30","X2, X5, X7, X8, X9, X11, X12, X13, X14, X17, X19, X21, X24, X26, X29","X1, X6, X10, X15, X22, X27, X28","X1, X3, X4, X6, X10, X15, X16, X18, X20, X22, X23, X25, X27, X28, X30"
0.75-15-3-40,"X1, X2, X3, X4, X6, X7, X8, X9, X10, X13, X14, X16, X19, X20, X22, X23, X24, X25, X26, X27, X28, X30","X2, X3, X7, X8, X13, X14, X16, X20, X22, X23, X24, X25, X27, X28, X30","X5, X11, X12, X15, X17, X18, X21, X29","X1, X4, X5, X6, X9, X10, X11, X12, X15, X17, X18, X19, X21, X26, X29"
0.75-15-3-41,"X1, X3, X5, X6, X8, X9, X10, X11, X12, X13, X15, X18, X21, X22, X23, X24, X25, X26, X29, X30","X1, X3, X5, X9, X10, X11, X12, X13, X15, X18, X21, X24, X25, X26, X29","X2, X4, X7, X14, X16, X17, X19, X20, X27, X28","X2, X4, X6, X7, X8, X14, X16, X17, X19, X20, X22, X23, X27, X28, X30"
0.75-15-3-42,"X1, X2, X3, X7, X9, X10, X11, X12, X13, X14, X15, X16, X19, X20, X21, X22, X23, X24, X25, X27, X29, X30","X1, X9, X10, X12, X13, X15, X16, X20, X21, X22, X23, X24, X25, X27, X30","X4, X5, X6, X8, X17, X18, X26, X28","X2, X3, X4, X5, X6, X7, X8, X11, X14, X17, X18, X19, X26, X28, X29"
0.75-15-3-43,"X1, X2, X3, X4, X5, X8, X9, X11, X14, X15, X17, X18, X19, X20, X22, X23, X25, X26, X27, X29, X30","X1, X3, X5, X8, X11, X14, X15, X17, X18, X20, X23, X25, X26, X27, X29","X6, X7, X10, X12, X13, X16, X21, X24, X28","X2, X4, X6, X7, X9, X10, X12, X13, X16, X19, X21, X22, X24, X28, X30"
0.75-15-3-44,"X1, X2, X4, X7, X8, X9, X10, X12, X13, X15, X18, X19, X20, X25, X26, X27, X28, X29, X30","X2, X4, X7, X8, X9, X10, X12, X13, X15, X19, X20, X25, X27, X29, X30","X3, X5, X6, X11, X14, X16, X17, X21, X22, X23, X24","X1, X3, X5, X6, X11, X14, X16, X17, X18, X21, X22, X23, X24, X26, X28"
0.75-15-3-45,"X1, X3, X5, X7, X8, X9, X10, X11, X13, X14, X16, X17, X21, X22, X23, X24, X25, X26, X27, X28, X29, X30","X1, X3, X7, X8, X9, X10, X13, X14, X17, X21, X23, X24, X26, X28, X30","X2, X4, X6, X12, X15, X18, X19, X20","X2, X4, X5, X6, X11, X12, X15, X16, X18, X19, X20, X22, X25, X27, X29"
0.75-15-3-46,"X1, X3, X4, X5, X6, X10, X11, X12, X14, X15, X17, X18, X19, X20, X23, X24, X26, X27, X29, X30","X1, X3, X4, X5, X11, X12, X14, X17, X19, X20, X23, X26, X27, X29, X30","X2, X7, X8, X9, X13, X16, X21, X22, X25, X28","X2, X6, X7, X8, X9, X10, X13, X15, X16, X18, X21, X22, X24, X25, X28"
0.75-15-3-47,"X1, X2, X3, X4, X5, X6, X7, X8, X9, X11, X12, X14, X15, X16, X17, X19, X20, X21, X22, X23, X25, X27, X29, X30","X1, X3, X5, X6, X8, X9, X11, X14, X15, X16, X19, X20, X22, X23, X27","X10, X13, X18, X24, X26, X28","X2, X4, X7, X10, X12, X13, X17, X18, X21, X24, X25, X26, X28, X29, X30"
0.75-15-3-48,"X2, X3, X4, X5, X7, X8, X9, X10, X13, X14, X15, X16, X17, X18, X19, X21, X22, X23, X24, X25, X26, X27, X28, X29, X30","X3, X9, X13, X14, X16, X18, X21, X22, X23, X24, X25, X26, X28, X29, X30","X1, X6, X11, X12, X20","X1, X2, X4, X5, X6, X7, X8, X10, X11, X12, X15, X17, X19, X20, X27"
0.75-15-3-49,"X1, X3, X5, X6, X10, X11, X12, X13, X14, X15, X16, X17, X18, X20, X23, X27, X28, X30","X1, X3, X5, X6, X10, X11, X12, X13, X15, X16, X17, X18, X23, X27, X30","X2, X4, X7, X8, X9, X19, X21, X22, X24, X25, X26, X29","X2, X4, X7, X8, X9, X14, X19, X20, X21, X22, X24, X25, X26, X28, X29"
